transaction_id,customer_id,product_id,transaction_date,amount_paid
T000108,C00012,P002,2025-01-28,39.99
T000109,C00012,P002,2025-02-28,39.99
T000110,C00012,P002,2025-03-28,39.99
T000111,C00012,P002,2025-04-28,39.99
T000112,C00012,P002,2025-05-28,39.99
T000113,C00012,P002,2025-06-28,39.99
T000114,C00012,P002,2025-07-28,39.99
T000115,C00012,P002,2025-08-28,39.99
T000116,C00014,P006,2025-03-29,19.99
T000117,C00015,P001,2024-08-30,29.99
T000118,C00015,P001,2024-09-30,29.99
T000119,C00015,P001,2024-10-30,29.99
T000120,C00015,P001,2024-11-30,29.99
T000121,C00015,P001,2024-12-30,29.99
T000122,C00015,P001,2025-01-30,29.99
T000123,C00015,P001,2025-02-28,29.99
T000124,C00015,P001,2025-03-28,29.99
T000125,C00015,P001,2025-04-28,29.99
T000126,C00015,P001,2025-05-28,29.99
T000127,C00015,P001,2025-06-28,29.99
T000128,C00015,P001,2025-07-28,29.99
T000129,C00015,P001,2025-08-28,29.99
T000130,C00019,P006,2025-01-04,19.99
T000131,C00020,P002,2023-12-25,39.99
T000132,C00020,P002,2024-01-25,39.99
T000133,C00020,P002,2024-02-25,39.99
T000134,C00020,P002,2024-03-25,39.99
T000135,C00020,P002,2024-04-25,39.99
T000136,C00020,P002,2024-05-25,39.99
T000137,C00020,P002,2024-06-25,39.99
T000138,C00020,P002,2024-07-25,39.99
T000139,C00020,P002,2024-08-25,39.99
T000140,C00020,P002,2024-09-25,39.99
T000141,C00020,P002,2024-10-25,39.99
T000142,C00020,P002,2024-11-25,39.99
T000143,C00020,P002,2024-12-25,39.99
T000144,C00020,P002,2025-01-25,39.99
T000145,C00020,P002,2025-02-25,39.99
T000146,C00020,P002,2025-03-25,39.99
T000147,C00020,P002,2025-04-25,39.99
T000148,C00020,P002,2025-05-25,39.99
T000149,C00020,P002,2025-06-25,39.99
T000150,C00020,P002,2025-07-25,39.99
T000151,C00020,P002,2025-08-25,39.99
T000152,C00022,P001,2024-12-20,29.99
T000153,C00022,P001,2025-01-20,29.99
T000154,C00022,P001,2025-02-20,29.99
T000155,C00022,P001,2025-03-20,29.99
T000156,C00022,P001,2025-04-20,29.99
T000157,C00022,P001,2025-05-20,29.99
T000158,C00022,P001,2025-06-20,29.99
T000159,C00022,P001,2025-07-20,29.99
T000160,C00022,P001,2025-08-20,29.99
T000161,C00022,P001,2025-09-20,29.99
T000162,C00023,P007,2024-04-13,44.99
T000163,C00023,P007,2024-05-13,44.99
T000164,C00023,P007,2024-06-13,44.99
T000165,C00023,P007,2024-07-13,44.99
T000166,C00023,P007,2024-08-13,44.99
T000167,C00023,P007,2024-09-13,44.99
T000168,C00023,P007,2024-10-13,44.99
T000169,C00023,P007,2024-11-13,44.99
T000170,C00023,P007,2024-12-13,44.99
T000171,C00023,P007,2025-01-13,44.99
T000172,C00023,P007,2025-02-13,44.99
T000173,C00023,P007,2025-03-13,44.99
T000174,C00023,P007,2025-04-13,44.99
T000175,C00023,P007,2025-05-13,44.99
T000176,C00023,P007,2025-06-13,44.99
T000177,C00023,P007,2025-07-13,44.99
T000178,C00023,P007,2025-08-13,44.99
T000179,C00023,P007,2025-09-13,44.99
T000180,C00025,P001,2024-09-29,29.99
T000181,C00025,P001,2024-10-29,29.99
T000182,C00025,P001,2024-11-29,29.99
T000183,C00025,P001,2024-12-29,29.99
T000184,C00025,P001,2025-01-29,29.99
T000185,C00025,P001,2025-02-28,29.99
T000186,C00025,P001,2025-03-28,29.99
T000187,C00025,P001,2025-04-28,29.99
T000188,C00025,P001,2025-05-28,29.99
T000189,C00025,P001,2025-06-28,29.99
T000190,C00025,P001,2025-07-28,29.99
T000191,C00025,P001,2025-08-28,29.99
T000192,C00025,P009,2025-08-25,29.99
T000193,C00025,P009,2025-07-16,29.99
T000194,C00025,P004,2025-03-22,49.99
T000195,C00026,P002,2024-02-21,39.99
T000196,C00026,P002,2024-03-21,39.99
T000197,C00026,P002,2024-04-21,39.99
T000198,C00026,P002,2024-05-21,39.99
T000199,C00026,P002,2024-06-21,39.99
T000200,C00026,P002,2024-07-21,39.99
T000201,C00026,P002,2024-08-21,39.99
T000202,C00026,P002,2024-09-21,39.99
T000203,C00026,P002,2024-10-21,39.99
T000204,C00026,P002,2024-11-21,39.99
T000205,C00026,P002,2024-12-21,39.99
T000206,C00026,P002,2025-01-21,39.99
T000207,C00026,P002,2025-02-21,39.99
T000208,C00026,P002,2025-03-21,39.99
T000209,C00026,P002,2025-04-21,39.99
T000210,C00026,P002,2025-05-21,39.99
T000211,C00026,P002,2025-06-21,39.99
T000212,C00026,P002,2025-07-21,39.99
T000213,C00026,P002,2025-08-21,39.99
T000214,C00026,P002,2025-09-21,39.99
T000215,C00027,P008,2025-03-12,39.99
T000216,C00027,P008,2025-04-12,39.99
T000217,C00027,P008,2025-05-12,39.99
T000218,C00027,P008,2025-06-12,39.99
T000219,C00027,P008,2025-07-12,39.99
T000220,C00027,P008,2025-08-12,39.99
T000221,C00027,P008,2025-09-12,39.99
T000222,C00029,P007,2025-07-03,44.99
T000223,C00029,P007,2025-08-03,44.99
T000224,C00029,P007,2025-09-03,44.99
T000225,C00030,P002,2024-02-15,39.99
T000226,C00030,P002,2024-03-15,39.99
T000227,C00030,P002,2024-04-15,39.99
T000228,C00030,P002,2024-05-15,39.99
T000229,C00030,P002,2024-06-15,39.99
T000230,C00030,P002,2024-07-15,39.99
T000231,C00030,P002,2024-08-15,39.99
T000232,C00030,P002,2024-09-15,39.99
T000233,C00030,P002,2024-10-15,39.99
T000234,C00030,P002,2024-11-15,39.99
T000235,C00030,P002,2024-12-15,39.99
T000236,C00030,P002,2025-01-15,39.99
T000237,C00030,P002,2025-02-15,39.99
T000238,C00030,P002,2025-03-15,39.99
T000239,C00030,P002,2025-04-15,39.99
T000240,C00030,P002,2025-05-15,39.99
T000241,C00030,P002,2025-06-15,39.99
T000242,C00030,P002,2025-07-15,39.99
T000243,C00030,P002,2025-08-15,39.99
T000244,C00030,P002,2025-09-15,39.99
T000245,C00031,P002,2025-01-10,39.99
T000246,C00031,P002,2025-02-10,39.99
T000247,C00031,P002,2025-03-10,39.99
T000248,C00031,P002,2025-04-10,39.99
T000249,C00031,P002,2025-05-10,39.99
T000250,C00031,P002,2025-06-10,39.99
T000251,C00031,P002,2025-07-10,39.99
T000252,C00031,P002,2025-08-10,39.99
T000253,C00031,P002,2025-09-10,39.99
T000254,C00031,P004,2025-06-04,49.99
T000255,C00031,P006,2025-04-03,19.99
T000256,C00032,P006,2025-03-07,19.99
T000257,C00032,P010,2024-11-29,34.99
T000258,C00032,P010,2025-03-10,34.99
T000259,C00033,P001,2025-02-15,29.99
T000260,C00033,P001,2025-03-15,29.99
T000261,C00033,P001,2025-04-15,29.99
T000262,C00033,P001,2025-05-15,29.99
T000263,C00033,P001,2025-06-15,29.99
T000264,C00033,P001,2025-07-15,29.99
T000265,C00033,P001,2025-08-15,29.99
T000266,C00033,P001,2025-09-15,29.99
T000267,C00035,P002,2025-09-02,39.99
T000268,C00036,P007,2024-05-18,44.99
T000269,C00036,P007,2024-06-18,44.99
T000270,C00036,P007,2024-07-18,44.99
T000271,C00036,P007,2024-08-18,44.99
T000272,C00036,P007,2024-09-18,44.99
T000273,C00036,P007,2024-10-18,44.99
T000274,C00036,P007,2024-11-18,44.99
T000275,C00036,P007,2024-12-18,44.99
T000276,C00036,P007,2025-01-18,44.99
T000277,C00036,P007,2025-02-18,44.99
T000278,C00036,P007,2025-03-18,44.99
T000279,C00036,P007,2025-04-18,44.99
T000280,C00039,P002,2025-03-13,39.99
T000281,C00039,P002,2025-04-13,39.99
T000282,C00039,P002,2025-05-13,39.99
T000283,C00039,P002,2025-06-13,39.99
T000284,C00039,P002,2025-07-13,39.99
T000285,C00039,P002,2025-08-13,39.99
T000286,C00039,P002,2025-09-13,39.99
T000287,C00043,P002,2023-11-25,39.99
T000288,C00043,P002,2023-12-25,39.99
T000289,C00043,P002,2024-01-25,39.99
T000290,C00043,P002,2024-02-25,39.99
T000291,C00043,P002,2024-03-25,39.99
T000292,C00043,P002,2024-04-25,39.99
T000293,C00043,P002,2024-05-25,39.99
T000294,C00043,P002,2024-06-25,39.99
T000295,C00043,P002,2024-07-25,39.99
T000296,C00043,P002,2024-08-25,39.99
T000297,C00043,P002,2024-09-25,39.99
T000298,C00043,P002,2024-10-25,39.99
T000299,C00043,P002,2024-11-25,39.99
T000300,C00043,P002,2024-12-25,39.99
T000301,C00043,P002,2025-01-25,39.99
T000302,C00043,P002,2025-02-25,39.99
T000303,C00043,P002,2025-03-25,39.99
T000304,C00043,P002,2025-04-25,39.99
T000305,C00043,P002,2025-05-25,39.99
T000306,C00043,P002,2025-06-25,39.99
T000307,C00043,P002,2025-07-25,39.99
T000308,C00043,P002,2025-08-25,39.99
T000309,C00044,P005,2024-08-23,59.99
T000310,C00044,P009,2024-12-11,29.99
T000311,C00045,P001,2024-11-05,29.99
T000312,C00045,P001,2024-12-05,29.99
T000313,C00045,P001,2025-01-05,29.99
T000314,C00045,P001,2025-02-05,29.99
T000315,C00045,P001,2025-03-05,29.99
T000316,C00045,P001,2025-04-05,29.99
T000317,C00045,P001,2025-05-05,29.99
T000318,C00045,P001,2025-06-05,29.99
T000319,C00045,P001,2025-07-05,29.99
T000320,C00045,P001,2025-08-05,29.99
T000321,C00045,P001,2025-09-05,29.99
T000322,C00046,P002,2025-08-18,39.99
T000323,C00046,P002,2025-09-18,39.99
T000324,C00047,P001,2024-04-26,29.99
T000325,C00047,P001,2024-05-26,29.99
T000326,C00047,P001,2024-06-26,29.99
T000327,C00047,P001,2024-07-26,29.99
T000328,C00047,P001,2024-08-26,29.99
T000329,C00047,P001,2024-09-26,29.99
T000330,C00047,P001,2024-10-26,29.99
T000331,C00047,P001,2024-11-26,29.99
T000332,C00047,P001,2024-12-26,29.99
T000333,C00047,P001,2025-01-26,29.99
T000334,C00047,P001,2025-02-26,29.99
T000335,C00047,P001,2025-03-26,29.99
T000336,C00047,P001,2025-04-26,29.99
T000337,C00047,P001,2025-05-26,29.99
T000338,C00047,P001,2025-06-26,29.99
T000339,C00047,P001,2025-07-26,29.99
T000340,C00047,P001,2025-08-26,29.99
T000341,C00048,P007,2024-01-14,44.99
T000342,C00048,P007,2024-02-14,44.99
T000343,C00048,P007,2024-03-14,44.99
T000344,C00048,P007,2024-04-14,44.99
T000345,C00048,P007,2024-05-14,44.99
T000346,C00048,P007,2024-06-14,44.99
T000347,C00048,P007,2024-07-14,44.99
T000348,C00048,P007,2024-08-14,44.99
T000349,C00048,P007,2024-09-14,44.99
T000350,C00048,P007,2024-10-14,44.99
T000351,C00048,P007,2024-11-14,44.99
T000352,C00048,P007,2024-12-14,44.99
T000353,C00048,P007,2025-01-14,44.99
T000354,C00048,P007,2025-02-14,44.99
T000355,C00048,P007,2025-03-14,44.99
T000356,C00048,P007,2025-04-14,44.99
T000357,C00048,P007,2025-05-14,44.99
T000358,C00048,P007,2025-06-14,44.99
T000359,C00048,P007,2025-07-14,44.99
T000360,C00048,P007,2025-08-14,44.99
T000361,C00048,P007,2025-09-14,44.99
T000362,C00049,P007,2025-03-18,44.99
T000363,C00049,P007,2025-04-18,44.99
T000364,C00049,P007,2025-05-18,44.99
T000365,C00049,P007,2025-06-18,44.99
T000366,C00049,P007,2025-07-18,44.99
T000367,C00049,P007,2025-08-18,44.99
T000368,C00049,P007,2025-09-18,44.99
T000369,C00050,P001,2024-09-17,29.99
T000370,C00050,P001,2024-10-17,29.99
T000371,C00050,P001,2024-11-17,29.99
T000372,C00050,P001,2024-12-17,29.99
T000373,C00050,P001,2025-01-17,29.99
T000374,C00050,P001,2025-02-17,29.99
T000375,C00050,P001,2025-03-17,29.99
T000376,C00050,P001,2025-04-17,29.99
T000377,C00050,P001,2025-05-17,29.99
T000378,C00050,P001,2025-06-17,29.99
T000379,C00050,P001,2025-07-17,29.99
T000380,C00050,P001,2025-08-17,29.99
T000381,C00050,P001,2025-09-17,29.99
T000382,C00051,P007,2025-07-17,44.99
T000383,C00051,P007,2025-08-17,44.99
T000384,C00051,P007,2025-09-17,44.99
T000385,C00052,P008,2024-11-05,39.99
T000386,C00052,P008,2024-12-05,39.99
T000387,C00052,P008,2025-01-05,39.99
T000388,C00052,P008,2025-02-05,39.99
T000389,C00052,P008,2025-03-05,39.99
T000390,C00052,P008,2025-04-05,39.99
T000391,C00052,P008,2025-05-05,39.99
T000392,C00052,P008,2025-06-05,39.99
T000393,C00052,P008,2025-07-05,39.99
T000394,C00052,P008,2025-08-05,39.99
T000395,C00052,P008,2025-09-05,39.99
T000396,C00053,P007,2025-09-13,44.99
T000397,C00054,P003,2024-11-19,34.99
T000398,C00054,P003,2024-12-19,34.99
T000399,C00054,P003,2025-01-19,34.99
T000400,C00054,P003,2025-02-19,34.99
T000401,C00054,P003,2025-03-19,34.99
T000402,C00054,P003,2025-04-19,34.99
T000403,C00054,P003,2025-05-19,34.99
T000404,C00054,P003,2025-06-19,34.99
T000405,C00054,P005,2025-07-10,59.99
T000406,C00054,P009,2025-07-02,29.99
T000407,C00054,P010,2024-12-03,34.99
T000408,C00055,P008,2023-12-31,39.99
T000409,C00055,P008,2024-01-31,39.99
T000410,C00055,P008,2024-02-29,39.99
T000411,C00055,P008,2024-03-29,39.99
T000412,C00055,P008,2024-04-29,39.99
T000413,C00055,P008,2024-05-29,39.99
T000414,C00055,P008,2024-06-29,39.99
T000415,C00055,P008,2024-07-29,39.99
T000416,C00055,P008,2024-08-29,39.99
T000417,C00055,P008,2024-09-29,39.99
T000418,C00055,P008,2024-10-29,39.99
T000419,C00056,P003,2025-07-10,34.99
T000420,C00056,P003,2025-08-10,34.99
T000421,C00056,P003,2025-09-10,34.99
T000422,C00057,P002,2025-08-22,39.99
T000423,C00058,P007,2023-10-25,44.99
T000424,C00058,P007,2023-11-25,44.99
T000425,C00058,P007,2023-12-25,44.99
T000426,C00058,P007,2024-01-25,44.99
T000427,C00058,P007,2024-02-25,44.99
T000428,C00058,P007,2024-03-25,44.99
T000429,C00058,P007,2024-04-25,44.99
T000430,C00058,P007,2024-05-25,44.99
T000431,C00058,P007,2024-06-25,44.99
T000432,C00058,P007,2024-07-25,44.99
T000433,C00061,P003,2024-10-28,34.99
T000434,C00061,P003,2024-11-28,34.99
T000435,C00061,P003,2024-12-28,34.99
T000436,C00061,P003,2025-01-28,34.99
T000437,C00061,P003,2025-02-28,34.99
T000438,C00061,P003,2025-03-28,34.99
T000439,C00061,P003,2025-04-28,34.99
T000440,C00061,P003,2025-05-28,34.99
T000441,C00061,P003,2025-06-28,34.99
T000442,C00061,P003,2025-07-28,34.99
T000443,C00061,P003,2025-08-28,34.99
T000444,C00062,P008,2025-08-08,39.99
T000445,C00062,P008,2025-09-08,39.99
T000446,C00062,P006,2025-07-30,19.99
T000447,C00064,P002,2024-11-07,39.99
T000448,C00064,P002,2024-12-07,39.99
T000449,C00064,P002,2025-01-07,39.99
T000450,C00064,P002,2025-02-07,39.99
T000451,C00064,P002,2025-03-07,39.99
T000452,C00064,P002,2025-04-07,39.99
T000453,C00064,P002,2025-05-07,39.99
T000454,C00064,P002,2025-06-07,39.99
T000455,C00064,P002,2025-07-07,39.99
T000456,C00064,P002,2025-08-07,39.99
T000457,C00064,P002,2025-09-07,39.99
T000458,C00065,P002,2023-11-26,39.99
T000459,C00065,P002,2023-12-26,39.99
T000460,C00065,P002,2024-01-26,39.99
T000461,C00065,P002,2024-02-26,39.99
T000462,C00065,P002,2024-03-26,39.99
T000463,C00065,P002,2024-04-26,39.99
T000464,C00065,P002,2024-05-26,39.99
T000465,C00065,P002,2024-06-26,39.99
T000466,C00065,P002,2024-07-26,39.99
T000467,C00066,P006,2025-04-05,19.99
T000468,C00066,P006,2025-01-25,19.99
T000469,C00067,P008,2025-05-25,39.99
T000470,C00067,P008,2025-06-25,39.99
T000471,C00067,P008,2025-07-25,39.99
T000472,C00067,P008,2025-08-25,39.99
T000473,C00067,P004,2025-08-02,49.99
T000474,C00068,P003,2025-08-21,34.99
T000475,C00068,P003,2025-09-21,34.99
T000476,C00069,P007,2025-05-31,44.99
T000477,C00069,P007,2025-06-30,44.99
T000478,C00069,P007,2025-07-30,44.99
T000479,C00069,P007,2025-08-30,44.99
T000480,C00070,P003,2024-06-07,34.99
T000481,C00070,P003,2024-07-07,34.99
T000482,C00070,P003,2024-08-07,34.99
T000483,C00070,P003,2024-09-07,34.99
T000484,C00070,P003,2024-10-07,34.99
T000485,C00070,P003,2024-11-07,34.99
T000486,C00070,P003,2024-12-07,34.99
T000487,C00070,P003,2025-01-07,34.99
T000488,C00070,P003,2025-02-07,34.99
T000489,C00070,P003,2025-03-07,34.99
T000490,C00070,P003,2025-04-07,34.99
T000491,C00070,P003,2025-05-07,34.99
T000492,C00070,P003,2025-06-07,34.99
T000493,C00070,P003,2025-07-07,34.99
T000494,C00070,P003,2025-08-07,34.99
T000495,C00070,P003,2025-09-07,34.99
T000496,C00070,P009,2025-03-20,29.99
T000497,C00070,P005,2024-11-02,59.99
T000498,C00070,P009,2024-08-19,29.99
T000499,C00071,P007,2025-01-25,44.99
T000500,C00071,P007,2025-02-25,44.99
T000501,C00071,P007,2025-03-25,44.99
T000502,C00071,P007,2025-04-25,44.99
T000503,C00071,P007,2025-05-25,44.99
T000504,C00071,P007,2025-06-25,44.99
T000505,C00071,P007,2025-07-25,44.99
T000506,C00071,P007,2025-08-25,44.99
T000507,C00072,P003,2024-02-02,34.99
T000508,C00072,P003,2024-03-02,34.99
T000509,C00072,P003,2024-04-02,34.99
T000510,C00072,P003,2024-05-02,34.99
T000511,C00072,P003,2024-06-02,34.99
T000512,C00072,P003,2024-07-02,34.99
T000513,C00072,P003,2024-08-02,34.99
T000514,C00072,P003,2024-09-02,34.99
T000515,C00072,P003,2024-10-02,34.99
T000516,C00072,P003,2024-11-02,34.99
T000517,C00072,P003,2024-12-02,34.99
T000518,C00072,P003,2025-01-02,34.99
T000519,C00072,P003,2025-02-02,34.99
T000520,C00072,P003,2025-03-02,34.99
T000521,C00072,P003,2025-04-02,34.99
T000522,C00072,P003,2025-05-02,34.99
T000523,C00073,P002,2025-02-07,39.99
T000524,C00073,P002,2025-03-07,39.99
T000525,C00073,P002,2025-04-07,39.99
T000526,C00073,P002,2025-05-07,39.99
T000527,C00073,P002,2025-06-07,39.99
T000528,C00073,P002,2025-07-07,39.99
T000529,C00073,P002,2025-08-07,39.99
T000530,C00073,P002,2025-09-07,39.99
T000531,C00074,P007,2025-05-29,44.99
T000532,C00074,P007,2025-06-29,44.99
T000533,C00074,P007,2025-07-29,44.99
T000534,C00074,P007,2025-08-29,44.99
T000535,C00075,P002,2025-01-05,39.99
T000536,C00076,P001,2025-07-04,29.99
T000537,C00076,P001,2025-08-04,29.99
T000538,C00076,P001,2025-09-04,29.99
T000539,C00077,P003,2024-02-05,34.99
T000540,C00077,P003,2024-03-05,34.99
T000541,C00077,P003,2024-04-05,34.99
T000542,C00077,P003,2024-05-05,34.99
T000543,C00077,P003,2024-06-05,34.99
T000544,C00077,P003,2024-07-05,34.99
T000545,C00077,P003,2024-08-05,34.99
T000546,C00077,P003,2024-09-05,34.99
T000547,C00077,P003,2024-10-05,34.99
T000548,C00077,P003,2024-11-05,34.99
T000549,C00077,P003,2024-12-05,34.99
T000550,C00077,P003,2025-01-05,34.99
T000551,C00077,P003,2025-02-05,34.99
T000552,C00077,P003,2025-03-05,34.99
T000553,C00077,P003,2025-04-05,34.99
T000554,C00077,P003,2025-05-05,34.99
T000555,C00077,P003,2025-06-05,34.99
T000556,C00077,P003,2025-07-05,34.99
T000557,C00077,P003,2025-08-05,34.99
T000558,C00077,P003,2025-09-05,34.99
T000559,C00078,P007,2024-11-14,44.99
T000560,C00078,P007,2024-12-14,44.99
T000561,C00078,P007,2025-01-14,44.99
T000562,C00078,P007,2025-02-14,44.99
T000563,C00078,P007,2025-03-14,44.99
T000564,C00078,P007,2025-04-14,44.99
T000565,C00078,P007,2025-05-14,44.99
T000566,C00078,P007,2025-06-14,44.99
T000567,C00078,P007,2025-07-14,44.99
T000568,C00078,P007,2025-08-14,44.99
T000569,C00078,P007,2025-09-14,44.99
T000570,C00079,P007,2025-06-27,44.99
T000571,C00079,P007,2025-07-27,44.99
T000572,C00079,P007,2025-08-27,44.99
T000573,C00080,P001,2025-06-08,29.99
T000574,C00080,P001,2025-07-08,29.99
T000575,C00080,P001,2025-08-08,29.99
T000576,C00080,P001,2025-09-08,29.99
T000577,C00080,P009,2025-07-13,29.99
T000578,C00081,P002,2024-04-12,39.99
T000579,C00081,P002,2024-05-12,39.99
T000580,C00081,P002,2024-06-12,39.99
T000581,C00081,P002,2024-07-12,39.99
T000582,C00081,P002,2024-08-12,39.99
T000583,C00081,P002,2024-09-12,39.99
T000584,C00081,P002,2024-10-12,39.99
T000585,C00081,P002,2024-11-12,39.99
T000586,C00081,P002,2024-12-12,39.99
T000587,C00081,P002,2025-01-12,39.99
T000588,C00081,P002,2025-02-12,39.99
T000589,C00081,P002,2025-03-12,39.99
T000590,C00081,P002,2025-04-12,39.99
T000591,C00081,P002,2025-05-12,39.99
T000592,C00081,P002,2025-06-12,39.99
T000593,C00081,P002,2025-07-12,39.99
T000594,C00081,P002,2025-08-12,39.99
T000595,C00081,P002,2025-09-12,39.99
T000596,C00082,P002,2025-06-17,39.99
T000597,C00082,P002,2025-07-17,39.99
T000598,C00082,P002,2025-08-17,39.99
T000599,C00082,P002,2025-09-17,39.99
T000600,C00083,P003,2025-08-01,34.99
T000601,C00083,P003,2025-09-01,34.99
T000602,C00085,P007,2024-08-26,44.99
T000603,C00085,P007,2024-09-26,44.99
T000604,C00085,P007,2024-10-26,44.99
T000605,C00085,P007,2024-11-26,44.99
T000606,C00085,P007,2024-12-26,44.99
T000607,C00085,P007,2025-01-26,44.99
T000608,C00085,P007,2025-02-26,44.99
T000609,C00085,P007,2025-03-26,44.99
T000610,C00085,P007,2025-04-26,44.99
T000611,C00085,P007,2025-05-26,44.99
T000612,C00085,P007,2025-06-26,44.99
T000613,C00085,P007,2025-07-26,44.99
T000614,C00085,P007,2025-08-26,44.99
T000615,C00086,P008,2025-03-18,39.99
T000616,C00086,P008,2025-04-18,39.99
T000617,C00086,P008,2025-05-18,39.99
T000618,C00086,P008,2025-06-18,39.99
T000619,C00086,P008,2025-07-18,39.99
T000620,C00086,P008,2025-08-18,39.99
T000621,C00086,P008,2025-09-18,39.99
T000622,C00086,P009,2025-09-17,29.99
T000623,C00087,P009,2025-07-29,29.99
T000624,C00087,P009,2025-02-15,29.99
T000625,C00087,P006,2025-03-27,19.99
T000626,C00088,P008,2024-07-14,39.99
T000627,C00088,P008,2024-08-14,39.99
T000628,C00088,P008,2024-09-14,39.99
T000629,C00088,P008,2024-10-14,39.99
T000630,C00088,P008,2024-11-14,39.99
T000631,C00090,P002,2025-01-13,39.99
T000632,C00090,P002,2025-02-13,39.99
T000633,C00090,P002,2025-03-13,39.99
